job_id,exp_lvl_id,emp_type_id,cmp_size_id,comp_loc_id,emp_residence_id,industry_id,remote_ratio,edu_level_id,primary_lang_id,manages_people,team_size,certifications_count,weekly_hours,salary_usd,equity_offered_pct,bonus_pct,job_satisfaction_score
11,2,2,1,2,2,10,100,5,1,0,8,4,49.5,169313,0,9.9,7.8
6,4,2,2,8,6,1,0,2,1,0,2,1,39.7,74355,0,9.8,6
8,1,2,1,2,2,5,100,5,1,1,12,1,48.9,207529,0.451,15.1,7
1,2,2,3,3,10,8,100,1,3,1,10,6,48.1,29779,0.038,15.3,6.2
8,4,2,2,7,5,8,100,1,1,0,13,1,38.2,89600,0.055,4.3,6
5,2,2,1,10,9,6,50,2,1,0,5,1,39,87299,0.316,15.9,4.9
2,2,2,2,8,6,5,0,1,1,0,9,1,46.5,124075,0,10.6,5.1
2,2,2,2,11,11,1,50,2,1,0,13,2,44.9,132418,0.043,8.5,6.6
11,1,2,1,2,2,6,50,1,1,1,9,1,38.9,214002,0.169,9.5,7.7
8,4,2,3,2,2,5,100,2,2,0,9,3,49.1,223581,0.06,10,7.9
1,2,2,3,1,3,1,100,1,2,1,5,2,43.7,28979,0,11.5,5.3
11,4,2,3,2,2,1,50,5,1,0,13,0,40.3,203974,0.13,0.9,9.6
9,3,2,1,2,2,1,0,1,3,0,15,1,44.7,93722,0.638,6.8,7.8
10,2,2,3,6,5,5,50,2,4,0,10,1,48.3,109063,0.18,6,5.2
11,3,2,3,5,1,10,50,5,1,0,8,1,51.1,79514,0.053,12.9,7.6
4,3,2,1,2,2,9,50,2,2,0,6,2,44.9,61316,0.492,10.1,6
5,2,2,2,8,6,5,50,5,1,0,6,2,50.6,149355,0.052,8.7,6.1
10,1,2,2,7,7,8,0,2,1,1,7,2,45.4,138798,0.052,20.6,7
11,2,3,3,7,7,5,50,5,3,0,8,1,39.4,135891,0,14.1,6.5
6,1,2,1,2,7,3,50,5,1,1,8,3,46.2,138564,0,14.3,6.9
11,4,2,3,8,6,1,0,1,1,1,7,3,44,108545,0.134,1.5,7.2
4,4,2,3,3,10,2,100,1,4,0,6,1,48.1,35134,0.302,14.8,5.9
2,4,4,2,2,2,1,50,2,1,0,9,2,28.6,135653,0.015,11.8,8.2
4,3,2,3,2,2,5,0,2,5,0,9,1,48.2,119243,0.036,11.5,6
2,3,2,3,6,5,5,50,5,1,0,14,0,32.1,92945,0.077,2,7.2
10,4,2,2,5,1,1,100,3,2,0,6,3,37.5,106852,0.05,8.1,7.5
1,1,2,1,3,10,3,100,2,1,1,5,3,45.1,30671,0.112,20.7,4.7
10,3,2,2,3,2,5,100,3,1,0,13,2,45.7,29270,0,2.5,7.6
10,4,2,2,2,2,1,0,2,1,0,10,1,45.9,179175,0,18.8,7.4
11,5,2,3,2,2,1,100,2,1,1,9,2,44.2,271576,0.028,17.5,6.6
1,1,2,3,9,8,5,50,5,1,1,8,0,53.4,71853,0.15,13.8,7.4
3,3,2,1,8,6,7,0,2,1,0,10,1,49.1,69077,0.922,8.6,5.8
2,2,3,1,2,2,5,0,2,1,0,10,4,40,169616,0.661,10.9,7.5
6,1,2,3,2,2,2,50,2,1,1,10,2,46.9,114968,0.07,10.8,8.1
4,3,2,3,3,10,7,0,2,1,0,10,1,42.5,26394,0.148,9.2,5.6
4,4,2,3,1,3,5,50,3,1,0,7,1,41.3,44028,0.084,19.2,5
4,2,2,3,2,3,5,100,1,1,0,8,0,42.3,129356,0,8.1,4.7
10,2,2,2,1,3,7,50,2,2,0,8,3,43.5,41160,0,7.3,5.2
2,1,2,3,5,3,2,0,4,1,1,4,1,52.1,142928,0.051,13.5,8.6
9,4,2,3,1,3,4,0,5,1,0,4,3,49.5,33669,0.206,3,4.1
3,3,2,3,11,11,6,0,5,1,0,6,2,39.4,75346,0,9.9,5.3
11,5,2,1,2,2,9,0,1,1,1,10,5,46.4,200635,0.886,17.7,6.5
7,4,2,3,6,5,5,100,4,1,0,6,1,41.2,104928,0.096,5,7.1
12,2,2,1,6,5,5,100,2,3,0,9,3,50.4,103017,0.143,17.5,6.4
5,1,1,1,12,12,5,50,5,1,1,11,3,40.7,48800,0.838,15,7.4
6,2,2,3,2,6,9,0,1,1,0,9,3,44.8,77799,0.165,19.5,8.1
1,4,2,1,2,6,6,50,1,1,0,7,1,45.5,76052,0.392,9.6,7.4
2,4,2,2,6,5,1,50,3,1,0,6,1,49.1,102866,0,11,8.1
12,3,2,2,8,6,5,0,2,4,0,6,2,40.7,67582,0.021,6.7,7.9
9,3,1,3,4,4,8,0,2,1,0,7,3,40.7,35214,0,5.8,6
4,2,2,3,4,4,2,0,4,2,0,8,4,51.3,86670,0.055,11.6,5.4
12,3,2,3,8,6,6,100,2,1,0,6,2,38.5,86499,0.061,12.2,7.4
11,4,2,2,1,3,1,0,2,1,0,11,2,48.8,32018,0.041,9.1,6.1
4,4,2,1,2,2,10,0,2,1,0,9,1,50,115620,0.075,11.2,5.6
10,1,2,3,1,3,3,100,1,1,1,12,3,46.2,48918,0.043,24,7.7
4,2,1,3,1,3,1,0,1,6,0,12,1,42.3,37999,0.079,15.3,6.8
7,2,2,2,2,2,2,0,2,1,1,10,2,35.9,200533,0.01,15.1,6.4
1,2,2,3,2,2,5,100,4,2,0,8,1,42.3,123417,0.067,13.1,9
10,4,2,3,6,3,1,50,5,4,0,8,1,46.3,90938,0.039,5.8,7.3
4,2,2,1,2,2,1,100,3,1,0,8,2,42.8,159096,0.641,17,5.9
10,3,2,3,2,2,7,50,2,1,0,6,2,40.2,72876,0.057,3.6,5.6
1,3,2,3,2,2,3,50,4,2,0,9,0,47.5,38828,0.123,4.6,4.5
8,5,2,3,3,10,2,0,2,1,1,8,1,49.7,58467,0.084,15.1,7.6
4,4,2,3,7,7,5,50,3,6,0,15,3,50.9,59938,0.152,9.7,5.8
11,4,2,3,4,4,4,50,1,2,0,7,3,46.9,70773,0.041,4.3,6.9
1,3,2,3,1,3,1,100,2,1,0,9,3,33.7,23692,0.129,1.8,6.8
2,4,2,3,2,2,2,50,2,1,0,12,0,49.5,108544,0.026,8.3,5.6
10,1,2,3,2,2,10,0,2,2,1,8,2,49.8,252553,0.141,18.2,5.2
5,1,2,2,6,5,9,0,3,1,1,5,3,45.4,116029,0.017,10.5,5.2
3,2,2,3,6,5,5,0,1,1,0,11,1,39,113012,0.173,19.4,7.1
1,4,2,2,2,2,1,100,1,1,0,11,5,53,113414,0,4.9,8.6
5,1,2,3,2,2,1,0,2,1,1,5,1,39.3,175747,0.073,16.4,6.7
11,2,2,3,2,2,2,50,4,1,0,7,3,35.1,193930,0.027,10.5,5.7
3,3,2,3,8,6,5,0,3,1,0,9,0,35.2,70399,0.002,3,7.9
1,2,2,2,2,2,2,100,5,1,0,10,1,43.6,139871,0.079,2.6,7.5
5,4,2,1,2,2,5,100,5,1,0,6,2,33.9,116668,0.463,15.1,9.6
4,3,2,2,7,7,2,0,2,2,0,11,1,34.5,54863,0.044,4.3,6.2
10,4,2,1,1,3,1,100,5,3,0,7,1,48.2,32012,0.416,13,5.1
7,2,2,3,2,2,2,0,2,1,0,6,0,48.7,174420,0,10.1,5.8
10,2,2,3,9,8,2,50,1,1,0,9,2,38,56120,0.213,10,7.2
10,5,4,1,4,5,5,100,2,2,1,6,2,53.8,117747,0,18.1,5.6
3,4,2,3,9,8,2,100,5,1,0,6,4,48.8,54647,0.182,11.9,5.9
1,4,2,1,2,2,2,100,1,1,0,8,3,31.6,89087,0.451,9.2,7.8
4,1,2,3,5,2,8,100,2,6,1,4,2,45.6,162009,0.182,17.2,5.3
11,4,2,3,12,12,5,50,4,2,0,5,1,45.2,53807,0,11.7,7
7,2,2,2,8,6,7,50,2,1,0,7,4,40.3,123185,0.026,17.4,7.3
8,3,2,3,2,2,2,100,1,1,0,12,1,42.5,77198,0.113,10,6.9
10,2,4,1,2,2,7,50,1,2,0,9,2,47.1,89867,0.424,12.2,6.8
6,2,2,3,1,3,3,0,2,1,0,7,4,36.6,32998,0.286,16.5,7
1,2,2,3,10,9,1,50,3,1,0,12,0,42.8,90352,0.248,11.5,7
9,4,2,2,2,2,6,50,5,1,0,3,1,34.7,171331,0.028,7.2,6.9
4,2,2,3,2,2,3,100,5,1,0,8,6,44.4,128137,0,11.4,9.3
12,2,2,2,6,5,6,50,1,2,0,11,2,48.3,93654,0.078,10.1,5.1
12,2,2,3,10,9,6,100,1,1,0,9,2,52.3,131889,0.228,6.7,5.9
6,1,2,1,7,7,1,100,5,1,1,8,2,50.2,98759,0,10.2,7.5
7,4,2,1,12,11,10,100,3,2,0,6,1,37.7,46758,0.213,7.6,7.3
1,2,2,1,2,2,1,100,5,1,0,8,1,49.3,142322,0.234,13.9,7
11,2,2,2,2,2,5,50,1,1,0,5,1,42.4,200099,0,14.6,7
12,2,2,3,2,2,6,50,2,2,0,7,2,47.9,152774,0.142,18.3,6
10,4,3,3,2,2,1,0,2,1,1,8,2,47,136984,0.081,7.3,6.2
2,2,2,2,12,11,9,100,2,2,0,13,3,44.6,109824,0,11.1,6
4,4,2,1,2,2,2,50,2,1,0,12,2,37.6,120754,1.175,9.1,8.6
1,2,2,1,6,5,1,0,1,1,0,7,1,46.9,71655,0.434,5.7,8.1
11,4,3,3,11,11,5,50,1,2,0,9,3,39.3,73110,0,11.2,7.5
3,1,2,1,4,4,2,0,1,4,1,5,1,58.3,99284,0,19,5.9
11,4,2,1,2,2,7,50,2,3,0,6,1,38.6,191504,0.58,6.3,8.7
2,1,2,3,10,9,8,0,1,2,1,8,1,48.7,124020,0.055,13,4.3
3,2,2,3,2,2,7,100,3,2,0,6,1,40.4,143578,0.206,11.2,8.5
6,2,2,3,8,6,5,0,1,1,0,14,2,35.6,85876,0.169,12.4,8
1,2,2,2,10,9,5,100,1,1,1,8,2,48.1,118003,0,4.4,7.5
4,2,2,3,11,11,5,50,2,1,0,6,1,48.9,168344,0.213,11.8,7.8
4,2,3,3,5,1,8,100,1,2,0,4,3,47.2,82319,0.126,8.7,6.4
5,2,2,3,2,2,3,0,2,1,0,10,2,46.2,129374,0.245,3.5,7.7
2,3,2,2,8,6,6,0,1,2,0,3,4,42.3,80351,0.077,5.2,6.8
1,4,2,2,10,9,2,0,1,2,0,10,2,41.4,68986,0.072,8.1,7
5,4,2,3,11,11,5,100,3,6,0,10,3,41.6,86313,0.163,8,5.6
5,5,2,2,2,2,5,0,1,1,1,10,2,55.8,199983,0,19.5,5.3
5,4,2,3,2,2,5,0,5,1,0,8,1,41.4,105797,0.045,13.9,5.7
10,2,3,3,11,11,2,0,1,1,0,8,3,40.5,89996,0,14.8,6.6
1,4,2,3,2,2,9,100,1,4,0,11,4,41.2,83151,0.078,10.3,7.7
6,5,2,1,6,5,5,50,3,3,1,5,2,52.5,129131,0,16.6,7.8
6,5,2,1,2,2,6,0,1,6,1,6,4,53.4,112737,0.336,17.2,6.4
1,2,2,3,2,2,5,0,1,1,0,7,2,38.9,115493,0.053,18.6,7.5
11,5,2,3,6,6,5,100,1,1,1,9,5,53.6,248279,0,20.9,7.9
1,4,2,3,6,5,8,50,2,1,0,11,2,40.2,50453,0.122,6.8,6.3
3,3,2,3,11,11,5,100,2,1,0,12,1,42.8,71959,0.048,4,6.9
10,1,2,3,8,6,5,50,1,1,1,7,4,44.8,159581,0.302,17.8,6
4,4,2,3,8,6,5,100,2,7,0,6,2,43,84920,0.07,6.8,6.2
1,2,2,3,6,5,2,50,1,2,0,4,5,46.8,59551,0.13,11.9,4.4
8,1,2,2,2,2,3,100,1,1,1,9,1,43,162219,0.06,19.1,6.7
11,4,2,2,6,5,3,0,1,1,0,14,4,42.8,84695,0,7.9,7.1
1,2,2,3,6,8,7,0,2,1,0,12,1,40.9,104276,0.015,8.5,5.2
3,2,2,3,1,3,6,100,1,1,0,5,2,49.6,34051,0.111,16.9,3.6
3,2,2,3,2,2,10,50,1,1,0,5,1,38.2,191242,0.352,13,5.6
2,2,2,1,2,2,1,0,5,1,0,7,3,33.8,171769,0.4,11.4,7.5
11,4,2,2,1,3,1,0,2,1,0,9,0,44.3,63664,0.014,4.8,5.8
3,4,2,1,10,9,5,100,5,1,0,11,0,47.3,79924,0.186,8.3,4.8
4,2,2,1,1,3,6,100,3,1,0,8,5,50.2,25651,0,17.1,3.6
11,1,2,3,11,11,5,0,3,1,1,8,1,48.7,173691,0,11.3,7
7,1,2,1,2,2,5,0,5,1,1,6,1,40.8,287379,0.396,13.4,7
11,4,2,3,12,12,5,50,1,1,0,5,3,31.8,61391,0.165,3.1,7.1
6,4,2,2,2,2,1,0,1,3,0,6,2,55.1,106229,0,4.3,5.4
10,4,2,2,7,7,7,0,2,2,0,8,1,44.6,67596,0,10.5,9.5
1,2,2,2,2,2,5,100,1,2,0,9,3,48.5,124378,0.016,12.9,6.4
6,2,2,3,11,11,2,100,2,1,0,10,2,48.9,107648,0.131,16.1,6.6
11,3,1,2,2,2,5,100,3,1,0,8,1,55.5,87894,0.02,5.1,7.2
3,1,3,2,2,5,1,100,2,1,1,7,2,41.8,294039,0.029,15.8,7.9
4,4,1,3,8,6,9,0,2,1,0,11,0,47.1,39092,0.064,14.7,5.4
4,4,2,2,8,6,10,0,1,1,0,5,4,37.9,98356,0.019,10,6.2
2,2,2,1,2,2,2,50,2,2,0,7,3,42.6,165260,0.098,14.9,7.2
4,4,2,2,2,2,5,50,3,1,0,8,1,45.7,111592,0.058,11.1,7.2
3,2,2,3,2,5,4,100,1,2,0,7,1,45.5,136452,0.009,10,6.2
5,2,2,2,1,3,5,0,1,1,0,6,2,47.1,38724,0.006,16.6,4.7
8,1,2,3,1,3,6,50,1,1,1,4,2,44.9,59829,0.151,20.6,8.3
7,2,2,3,1,3,5,50,2,1,0,6,3,28,76444,0.108,9,7.2
3,5,2,3,11,11,3,0,2,1,1,10,1,39.7,155656,0.137,14.4,6.5
10,4,2,3,5,5,7,50,2,1,0,9,3,38.8,80527,0.165,14.9,5.9
10,2,2,2,11,2,5,100,1,1,0,10,1,33.6,191317,0.036,13,7.3
3,4,2,2,6,5,6,50,2,1,0,10,0,40.3,86436,0.064,5.6,7.6
10,2,2,1,2,2,3,0,2,1,0,12,2,44.7,102780,0.291,15.1,7.3
10,2,2,3,2,2,8,100,2,2,0,3,2,45.3,158371,0,10.4,8.5
1,4,2,3,6,3,1,100,2,2,0,10,0,36.2,88757,0.181,12.2,8.4
7,2,1,3,2,2,5,0,5,1,0,4,3,42.3,100883,0.168,16.2,7.3
1,4,2,3,8,2,1,100,2,1,0,5,1,56.3,85389,0.119,15.4,6.5
10,1,4,1,1,3,1,50,2,2,1,4,5,45.2,37925,0.767,14.3,6.6
8,4,2,2,8,6,1,50,2,1,0,8,4,37.5,89847,0.039,6.6,5.4
11,4,2,2,1,3,5,100,2,1,0,6,2,50.3,35557,0.016,6.6,7.1
12,4,2,2,12,12,6,0,2,2,0,9,1,50.4,81870,0.016,8.7,4.5
4,4,2,1,9,8,1,0,3,1,1,8,1,40.8,57626,0.353,10.5,7.5
8,4,2,1,1,3,6,0,3,2,0,5,0,39.2,27155,0.351,7.8,7.2
7,2,1,2,7,7,2,100,2,1,0,8,3,40.3,88666,0.058,20.3,4.8
11,4,2,3,2,2,10,0,2,1,0,13,0,49.2,134137,0.097,5,4.6
7,4,2,2,5,1,2,0,1,1,0,6,2,35.8,94038,0,15.4,5
3,3,2,3,8,6,5,0,5,1,0,10,2,50.6,63044,0.098,5.3,4.9
3,2,2,3,2,2,5,100,4,1,0,6,2,45.8,168110,0.031,4.8,9.6
5,5,2,1,8,6,1,50,4,1,1,14,5,54.5,159344,0.653,14.4,5.2
2,2,2,3,8,6,6,50,2,1,0,7,2,46.5,110921,0.073,15.3,6.3
1,1,3,3,1,3,5,0,1,2,1,7,3,49.2,35082,0,10.4,6.9
3,4,2,1,8,6,1,0,1,1,0,11,4,43.4,123908,0.056,11.6,6.9
10,1,2,3,9,8,9,100,1,1,1,8,2,44,77963,0.046,19.2,7.6
6,3,2,1,2,2,5,0,1,1,0,11,1,43.1,47418,0,9.7,8.7
11,5,2,2,8,6,1,100,2,1,1,6,4,50.2,248762,0,23,7.6
10,1,2,1,2,2,2,0,2,2,1,11,3,57.5,218179,0.354,12.1,6
8,5,2,2,2,2,7,100,4,1,1,10,2,45.2,251611,0.033,16.9,8.1
7,4,3,3,11,11,7,100,1,2,0,11,1,34.5,117448,0.136,6.5,9.9
12,3,2,3,2,8,3,100,2,6,0,11,0,38.7,77655,0.222,8.9,6.7
3,2,3,2,2,2,9,50,1,1,0,7,3,41.9,141413,0.066,6.1,6
11,3,2,1,2,2,1,100,1,7,0,9,1,46.5,81352,0.359,8.1,7.4
10,2,3,3,2,2,8,100,1,4,0,8,2,49,145225,0.104,12.5,6.3
10,4,1,2,2,2,5,100,1,1,0,9,1,37.7,57960,0.007,7.5,8.6
4,3,1,1,1,3,7,0,4,1,0,4,1,44.7,12000,0.122,9.7,4.4
3,4,2,3,2,2,4,0,2,1,0,5,0,39.7,116273,0,6.7,5.4
5,3,2,2,7,7,6,50,5,1,0,3,5,45.8,59382,0.069,3.4,7.1
1,4,2,2,2,2,2,100,2,1,0,8,1,35.6,98756,0.031,12.7,8.8
10,4,1,3,1,2,7,100,1,2,0,11,3,36.3,19188,0.146,11.2,4.4
12,4,2,3,2,2,7,50,3,1,0,8,3,41.4,97795,0.082,9.6,6.1
6,3,2,2,2,2,7,100,1,4,1,5,3,45.2,63754,0,6.8,5.9
6,2,2,1,1,3,9,0,1,1,0,4,1,39.1,19740,0.352,6.8,5.1
5,2,2,3,1,7,6,100,2,2,0,8,3,38.6,34741,0.043,11.2,6.2
7,2,2,3,6,5,7,50,1,4,0,9,1,49.4,140561,0.213,5.8,8.8
3,2,2,2,2,2,5,0,1,1,0,14,5,46.6,244396,0.035,14.5,7.3
5,2,2,1,6,5,5,100,3,1,0,7,2,46.1,77053,0.009,8.3,7.3
3,5,2,1,6,5,7,0,2,2,1,4,4,41.4,173856,0,24.8,8.1
4,1,2,3,2,2,7,0,1,1,1,5,1,44.7,179934,0.067,4.1,9.2
8,2,3,3,2,2,1,0,3,1,0,9,3,47.1,171885,0.024,10.6,4.8
3,1,2,1,7,7,9,100,1,2,1,10,2,49.4,110550,0.319,14,7.5
5,2,2,3,11,11,6,50,2,1,0,10,1,52.7,90678,0.111,15.7,6
3,4,3,3,7,7,6,100,2,2,0,7,1,46.5,81743,0.165,11.1,7
10,2,2,2,2,2,5,0,5,1,0,4,0,35.2,186121,0.009,6.6,8
10,2,2,1,2,2,1,0,3,1,0,11,3,55.4,105687,0.439,12.1,3.7
3,5,2,3,1,2,7,50,2,1,1,10,3,50.2,50857,0.024,12,6.4
12,4,2,3,11,11,1,0,1,1,0,12,5,31.3,87121,0.107,13.6,8.6
5,4,1,3,2,2,8,0,1,1,0,8,2,34.7,43479,0.095,10.1,7.2
4,3,2,1,11,11,7,50,1,2,0,9,1,38.2,58237,0.206,0,9.1
10,2,2,2,11,11,6,0,5,1,0,8,3,46.2,117831,0.016,16.6,6.7
11,4,2,2,8,6,1,0,2,1,0,11,2,39.6,147894,0.043,10.9,7.1
1,2,2,3,5,1,9,50,4,1,1,8,4,41.7,72327,0.004,7.9,3.6
4,1,1,3,10,2,6,100,1,1,1,10,3,44,53135,0.235,16.1,5.6
11,1,2,1,2,2,8,0,3,1,1,6,1,37.9,136569,0.308,10.4,7.8
4,3,2,3,3,10,1,0,1,1,0,8,0,47.7,20945,0.234,1.6,6.4
3,2,2,3,6,5,5,0,1,1,0,6,1,50.7,153611,0.061,13.2,4.8
10,2,2,2,5,1,9,50,2,1,0,9,0,40.7,147998,0.055,8.3,6.7
1,4,2,1,6,5,9,50,1,1,0,12,1,46.4,42663,0.573,11.6,6.4
